hour,occupancy_index,occupancy_text,day,av_time_spent,place_id,name,vicinity
11,21,Usually not too busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,35,Usually not too busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,44,Usually not too busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,56,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,72,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,79,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,70,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,60,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,69,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,92,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,100,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,76,Usually a little busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,40,Usually not too busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
0,14,Usually not busy,Sunday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,11,Usually not busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,31,Usually not too busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,53,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,61,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,50,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,42,Usually not too busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,49,Usually not too busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,61,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,65,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,58,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,53,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,53,Usually a little busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,44,Usually not too busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,25,Usually not too busy,Monday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,9,Usually not busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,17,Usually not busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,29,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,42,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,52,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,58,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,57,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,53,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,51,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,58,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,67,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,67,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,51,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,28,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,4,Usually not busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,22,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,50,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,64,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,37,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,40,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,49,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,52,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,46,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,78,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,76,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,32,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,17,Usually not busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,36,Usually not too busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,52,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,55,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,48,Usually not too busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,46,Usually not too busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,51,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,54,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,51,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,51,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,67,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,78,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,62,Usually a little busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,30,Usually not too busy,Thursday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,10,Usually not busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,30,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,52,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,56,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,43,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,33,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,34,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,40,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,45,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,49,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,56,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,69,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,79,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,78,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
0,62,Usually a little busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
1,38,Usually not too busy,Friday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
6,0,,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
7,0,,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
8,0,,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
9,0,,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
10,10,Usually not busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
11,20,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
12,33,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
13,46,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
14,56,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
15,59,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
16,56,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
17,48,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
18,43,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
19,46,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
20,54,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
21,58,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
22,61,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
23,62,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
0,50,Usually a little busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
1,26,Usually not too busy,Saturday,People typically spend 30 min here,ChIJnbAmX_LLHkcRpQZrQm8glMg,Amrit Oriental Food,"Adama Mickiewicza 27, Warszawa"
